Symbol,Start,End,Label,Market Cap,Sector,Income,Sales,Employees,Recom Analyst Rating (1 buy/5 sell),price-to-earnings,Price/Earnings-to-Growth,Price-to-Sales Ratio,Price-to-Book,Price to free cash flow,debt-to-equity,EPS (ttm),Inst Own,ROE,ROI,Profit Margin,Shs Outstand,Beta
MKTW,10.36,7.21,DOWN,84683978,Technology,-373.30M,552.20M,800,2.20,-,-,1.16,-,-,-,-1.18,46.30%,757.90%,1999.90%,-67.60%,313.60M,-
MKTX,562.78,412.66,DOWN,9198815909,Finance,243.20M,705.50M,676,3.00,36.97,4.73,13.00,8.76,49.17,0.00,6.44,99.33%,23.80%,25.10%,34.50%,37.48M,0.67
MLAB,279.2,331.69,UP,702305022,Industrials,-1.60M,199.90M,681,2.50,-,-,4.21,2.22,43.42,0.57,-0.31,93.40%,-0.40%,0.50%,-0.80%,5.27M,0.60
MLCO,17.94,10.19,DOWN,2525462780,Consumer Discretionary,-827.90M,1.70B,17878,-,-,-,1.65,-,-,-,-1.74,41.60%,-730.10%,-8.50%,-48.80%,473.81M,1.14
MLKN,33.1,38.98,UP,1604444167,Consumer Discretionary,60.20M,4.24B,11300,2.00,27.26,0.91,0.38,1.18,-,1.10,0.79,99.70%,4.20%,1.00%,1.40%,75.48M,1.54
MLVF,15.31,15.68,UP,111072197,Finance,-1.80M,34.50M,81,3.00,-,-,3.21,0.75,8.22,0.17,-0.24,54.30%,-1.30%,10.20%,-5.30%,7.57M,0.76
MMAT,1.42,2.64,UP,392252523,Technology,-80.40M,9.20M,130,1.70,-,-,52.88,1.06,-,0.01,-0.28,14.20%,-22.40%,-23.00%,-,301.49M,1.81
MMLP,1.45,2.64,UP,130538520,Energy,21.50M,1.04B,1450,3.00,5.76,1.60,0.11,-,3.40,-,0.55,40.60%,-45.50%,12.00%,2.10%,38.73M,2.06
MMMB,1.85,2.03,UP,39223286,Consumer Staples,-2.00M,69.40M,6,2.00,-,-,0.54,4.78,-,1.59,-0.06,12.50%,-23.00%,-1.10%,-2.80%,35.81M,1.24
MMSI,54.76,63.99,UP,3886064262,Health Care,61.70M,1.14B,6446,1.60,64.09,5.83,3.43,3.59,42.71,0.20,1.07,96.10%,5.80%,4.30%,5.40%,56.84M,1.04
MMYT,28.11,28.43,UP,2938196000,Technology,-31.20M,413.80M,3338,2.20,-,-,6.95,3.52,97.44,0.25,-0.29,69.50%,-3.50%,-2.60%,-7.50%,109.11M,1.18
MNDO,2.59,3.11,UP,42420128,Technology,5.90M,26.30M,214,-,7.12,-,1.61,1.78,6.34,0.00,0.29,15.70%,27.00%,24.90%,22.10%,20.06M,0.84
MNKD,3.22,4.38,UP,878810154,Health Care,-87.50M,65.60M,348,1.70,-,-,13.87,-,-,-,-0.35,46.20%,40.10%,-37.30%,-,253.64M,1.68
MNMD,43.65,21.45,DOWN,105883471,Health Care,-,-,41,1.70,-,-,-,6.73,-,-,-0.18,12.56%,-,-,-,420.74M,-
MNOV,5.27,2.69,DOWN,102506654,Health Care,-13.10M,0.04M,11,-,-,-,2784.01,1.40,-,0.00,-0.27,25.40%,-16.00%,-12.20%,-,49.05M,0.82
MNPR,6.36,3.28,DOWN,26410461,Health Care,-10.40M,-,9,2.00,-,-,-,3.43,-,0.00,-0.82,1.60%,-57.80%,-,-,12.63M,-
MNSB,16.9,24.35,UP,207554863,Finance,21.80M,74.30M,138,1.00,9.77,-,2.80,1.32,9.80,0.45,2.88,46.10%,12.50%,25.60%,26.90%,7.58M,0.52
MNST,90.6,95.39,UP,49474547981,Consumer Staples,1.23B,6.01B,4092,2.20,43.21,3.05,8.61,7.68,90.49,0.00,2.29,67.50%,18.50%,20.90%,20.40%,528.62M,0.90
MNTV,25.89,21.59,DOWN,1147713016,Technology,-130.30M,469.20M,1600,2.30,-,-,2.32,4.05,90.11,0.68,-0.87,82.00%,-40.10%,-20.00%,-27.80%,148.65M,1.50
MNTX,5.03,5.92,UP,93818661,Consumer Discretionary,-11.20M,234.30M,514,2.00,-,-,0.41,1.72,-,1.61,-0.56,52.00%,-17.50%,-1.70%,-4.80%,20.06M,0.60
MOBQ,7.5,2.19,DOWN,12570035,Consumer Discretionary,-18.80M,3.90M,13,-,-,-,2.92,-,-,-,-4.36,1.80%,551.70%,-,-,7.96M,0.40
MOFG,24.55,32.43,UP,528443037,Finance,59.10M,183.60M,760,2.20,8.93,1.12,2.92,1.08,5.07,0.27,3.77,70.60%,12.00%,22.60%,33.60%,15.67M,0.96
MOMO,13.66,9.01,DOWN,939988519,Technology,-438.80M,1.88B,2051,2.30,-,-,0.50,0.73,4.94,0.35,-2.28,68.90%,-28.00%,-21.50%,-23.40%,198.39M,1.04
MOR,28.66,9.29,DOWN,655744819,Health Care,-841.40M,192.80M,648,2.70,-,-,3.45,-,-,-,-6.16,2.10%,-356.10%,-75.30%,-,136.61M,0.98
MORF,32.5,47.88,UP,1077357652,Health Care,-51.10M,75.30M,101,1.40,-,-,12.96,2.63,-,0.00,-1.43,89.10%,-14.70%,-28.50%,-67.80%,38.24M,1.26
MORN,231.52,341.9,UP,9891475447,Finance,123.70M,1.86B,11716,2.00,81.07,5.07,5.25,8.32,66.44,0.98,2.85,56.90%,9.50%,11.00%,6.70%,42.50M,1.11
MOTS,19.88,9.55,DOWN,5993674,Health Care,-19.60M,0.40M,30,1.60,-,-,10.94,1.22,-,2.90,-7.71,6.20%,-217.60%,-,-,2.76M,1.85
MOXC,1.31,3.48,UP,15527676,Technology,-1.90M,0.70M,8,-,-,-,25.89,2.83,-,0.00,-0.12,1.80%,-,-,-,19.55M,2.67
MPAA,19.5,17.02,DOWN,365508045,Consumer Discretionary,6.30M,665.30M,5800,2.00,59.63,2.39,0.55,1.17,-,0.53,0.32,94.90%,2.00%,4.70%,1.00%,19.12M,1.55
MPB,21.73,31.61,UP,540493488,Finance,39.70M,151.50M,567,1.50,13.23,-,3.54,1.06,11.88,0.16,2.49,46.40%,6.90%,15.80%,20.70%,15.94M,0.57
MPWR,364.82,491.5,UP,15963237075,Technology,391.30M,1.67B,2773,1.80,43.56,1.74,9.65,11.58,71.01,0.00,8.10,95.60%,21.40%,18.70%,16.50%,46.67M,1.09
MRAM,4.75,11.08,UP,120577192,Technology,8.20M,62.10M,75,1.50,16.66,0.83,2.09,3.99,12.87,0.11,0.40,53.20%,29.10%,15.70%,13.10%,20.07M,1.28
MREO,3.54,1.61,DOWN,122735960,Health Care,-,36.46M,49,1.30,7.45,-,2.81,1.09,-,-,0.11,56.96%,-,-,-,124.99M,-
MRIN,1.99,3.9,UP,19636656,Technology,-15.60M,21.90M,156,-,-,-,0.84,0.44,-,0.00,-1.02,13.10%,-34.20%,-28.10%,-71.30%,15.65M,0.44
MRKR,1.47,1,DOWN,37310317,Health Care,-41.30M,3.00M,56,2.30,-,-,12.02,1.21,-,0.00,-0.50,27.60%,-103.40%,-95.20%,-,83.59M,1.11
MRM,14.2,6.07,DOWN,28904400,Consumer Discretionary,-,4.11B,171,-,-,-,0.01,0.14,-,-,-1.03,0.04%,-,-,-,4.88M,-
MRNA,111.73,251.6,UP,58992891235,Health Care,14.05B,23.00B,2700,2.50,5.00,-,2.71,3.61,6.77,0.04,32.80,64.20%,94.80%,81.90%,61.10%,396.00M,1.73
MRNS,12.2,11.98,DOWN,208687232,Health Care,-106.60M,27.60M,113,1.40,-,-,7.52,280.50,-,88.00,-2.89,79.00%,-266.10%,-107.70%,-,37.16M,1.15
MRSN,26.52,6.4,DOWN,758406761,Health Care,-193.90M,6.30M,169,1.50,-,-,103.74,4.74,-,0.00,-2.45,95.30%,-140.60%,-,-,97.17M,1.72
MRTN,16.9,17.11,UP,1526238614,Industrials,109.60M,1.21B,4007,2.20,14.60,1.46,1.27,2.40,14.67,0.00,1.33,72.70%,14.70%,13.10%,7.90%,81.69M,0.87
MRTX,221.61,148.23,DOWN,3767564763,Health Care,-644.50M,78.20M,413,1.90,-,-,42.50,2.99,-,0.00,-11.85,-,-53.20%,-41.30%,-,55.55M,0.83
MRUS,16.63,32.29,UP,949448666,Health Care,-53.90M,52.70M,121,1.40,-,-,15.10,2.32,-,0.00,-1.30,82.00%,-18.80%,-28.50%,-,43.64M,0.91
MRVI,27.5,41.86,UP,2192765832,Health Care,247.80M,920.30M,550,1.70,7.43,-,3.97,4.08,7.62,1.16,1.91,-,68.00%,58.30%,26.90%,131.52M,-
MRVL,46.31,87.44,UP,33950532000,Technology,-217.80M,5.52B,6729,1.80,-,-,6.10,2.16,47.44,0.30,-0.26,85.70%,-1.40%,-1.40%,-3.90%,850.90M,1.39
MSBI,17.88,24.89,UP,622949163,Finance,82.70M,240.00M,864,3.00,7.53,1.08,2.54,0.97,3.26,0.30,3.68,61.30%,12.70%,21.90%,34.40%,22.31M,0.93
MSEX,71.03,118.92,UP,1582239991,Utilities,39.60M,149.80M,347,1.00,38.79,14.37,10.42,3.86,-,0.88,2.25,71.40%,11.10%,5.60%,28.30%,17.63M,0.66
MSFT,217.69,339.32,UP,1733314095443,Technology,69.79B,203.07B,221000,1.80,24.55,1.89,8.51,9.79,38.59,0.36,9.28,71.90%,42.10%,31.30%,34.40%,7.46B,0.92
MSPR,10.15,9.95,DOWN,73464640,Technology,-21.20M,21.30M,90,2.00,-,-,190.72,25.00,-,1.42,-0.01,12.10%,-,14.60%,-,3.22B,-
MSTR,425.22,562.34,UP,3032668565,Technology,-1319.20M,503.90M,2158,2.00,-,-,5.14,-,36.05,-,-117.62,75.20%,-105.10%,-16.20%,-,11.30M,2.23
MTBC,9.15,6.06,DOWN,56249042,Health Care,-6.20M,148.30M,4100,1.80,-,-,0.29,0.45,2.56,0.07,-0.41,21.00%,-6.20%,3.20%,-4.20%,15.07M,0.83
MTC,14.8,6.98,DOWN,24525540,Technology,-7.60M,0.90M,65,-,-,-,4.58,0.39,-,0.00,-2.78,4.80%,-73.10%,-52.80%,-,3.14M,2.55
MTCH,149.92,133.2,DOWN,12168417436,Technology,111.30M,3.20B,2500,2.10,130.59,5.57,3.87,-,12.98,-,0.34,99.00%,-134.00%,11.60%,8.90%,285.13M,0.82
MTCR,8.1,0.64,DOWN,18517739,Health Care,-51.00M,-,12,3.00,-,-,-,0.43,-,0.00,-1.47,14.40%,-106.00%,-,-,42.43M,-
MTEM,9.76,4.15,DOWN,34092746,Health Care,-86.70M,33.20M,228,1.90,-,-,0.94,1.30,-,0.00,-1.54,77.30%,-164.10%,-79.10%,-,56.33M,1.17
MTEX,18.68,39.74,UP,41212716,Health Care,6.30M,146.30M,246,-,7.06,0.40,0.29,2.00,-,0.03,3.10,32.20%,26.80%,40.30%,4.30%,1.94M,1.14
MTLS,54.55,25.05,DOWN,628435863,Technology,7.10M,223.70M,2332,2.40,81.83,-,2.57,2.48,45.35,0.36,0.12,28.90%,3.10%,3.50%,3.20%,59.06M,0.72
MTP,10,5.43,DOWN,7643088,Health Care,-6.20M,0.70M,20,-,-,-,10.40,0.16,-,0.09,-7.84,4.70%,-75.60%,-56.50%,-,3.94M,2.37
MTRX,10.7,7.05,DOWN,130817212,Consumer Discretionary,-63.80M,707.80M,2810,1.50,-,-,0.19,0.58,-,0.07,-2.39,86.00%,-26.80%,-38.50%,-9.00%,26.79M,1.71
MTSI,55.24,77.49,UP,4062639171,Technology,217.70M,652.20M,1100,2.00,20.91,1.39,6.73,7.52,32.75,1.01,3.06,74.20%,40.60%,7.20%,33.40%,70.07M,1.92
MU,74.05,93.89,UP,59169150184,Technology,8.69B,30.76B,48000,2.20,7.31,-,1.97,1.24,22.86,0.14,7.73,83.50%,18.00%,15.40%,28.20%,1.10B,1.27
MULN,12.35,5.22,DOWN,276135080,Consumer Discretionary,-174.30M,-,44,-,-,-,-,5.30,-,0.46,-11.70,6.70%,-,-,-,376.79M,2.75
MVBF,22.03,41.96,UP,320324161,Finance,18.50M,108.30M,458,2.30,16.73,-,2.76,1.17,-,0.00,1.44,47.90%,12.80%,21.20%,31.30%,12.18M,0.86
MVIS,5.21,5.21,DOWN,603351576,Industrials,-48.80M,1.90M,96,3.00,-,-,287.15,6.25,-,0.00,-0.30,31.70%,-52.80%,-38.10%,-,165.69M,3.16
MVST,15.43,5.88,DOWN,723067350,Industrials,-254.60M,204.70M,1359,1.00,-,-,3.55,1.08,-,0.24,-0.85,40.00%,-37.50%,-23.30%,-,300.57M,1.18
MXL,35.86,74.77,UP,2452827960,Technology,122.10M,1.08B,1503,1.90,21.61,1.30,2.34,4.17,8.46,0.00,1.51,93.90%,22.20%,6.80%,11.30%,78.44M,1.84
MYFW,19.62,30,UP,264020147,Finance,18.10M,83.60M,313,2.00,14.67,-,3.07,1.15,1.47,0.14,1.90,51.90%,9.50%,18.80%,24.10%,9.45M,0.73
MYGN,19.92,27.64,UP,1684460262,Health Care,-14.90M,672.30M,2400,3.40,-,-,2.32,1.38,-,0.00,-0.19,-,-0.90%,-1.80%,-1.20%,80.40M,1.71
MYMD,4.2,5.46,UP,106963724,Health Care,-16.50M,-,9,-,-,-,-,5.69,-,0.00,-0.43,13.30%,-77.80%,-,-,38.33M,1.44
MYPS,10.25,4.14,DOWN,580232098,Technology,-7.90M,281.30M,504,2.50,-,-,2.04,2.00,16.81,0.00,-0.08,26.00%,-2.70%,-0.90%,-2.80%,127.19M,-
MYRG,58.14,107.59,UP,1450739892,Industrials,79.50M,2.79B,7600,1.60,19.72,2.46,0.53,2.86,43.16,0.17,4.67,92.00%,15.00%,16.70%,2.80%,16.66M,1.05
MYSZ,1.53,0.52,DOWN,5250237,Technology,-,1.28M,30,2.00,-,-,3.57,0.61,-,-,-0.60,8.81%,-,-,-,25.55M,-
NAAS,152,12.56,DOWN,908036619,Consumer Discretionary,-44.30M,32.58M,3621,3.00,0.05,0.00,29.84,19.04,-,0.02,101.50,0.40%,-,-,-,214.16M,0.76
NAII,10.6,12.51,UP,54158074,Consumer Discretionary,10.70M,171.00M,389,-,4.95,-,0.32,0.58,-,0.11,1.74,27.90%,12.50%,10.90%,6.30%,5.97M,0.77
NAOV,0.83,1.03,UP,11059128,Health Care,-11.60M,2.00M,12,2.00,-,-,5.45,2.67,-,0.00,-0.44,5.20%,-189.80%,-90.70%,-,28.00M,0.62
NARI,84.87,92.38,UP,4111539796,Health Care,-15.00M,335.60M,800,1.70,-,-,11.23,8.88,-,0.00,-0.29,91.30%,-4.60%,4.20%,-4.50%,53.18M,-
NATH,55.72,58.74,UP,263926126,Consumer Discretionary,15.00M,123.30M,131,-,18.76,-,2.19,-,27.30,-,3.64,44.50%,-27.60%,44.30%,12.10%,4.11M,0.19
NATI,43.04,43.77,UP,5051838014,Technology,139.90M,1.63B,7000,2.10,36.28,6.27,3.05,4.49,-,0.51,1.05,90.80%,11.80%,6.50%,8.60%,132.04M,1.05
NATR,14.47,18.68,UP,158413992,Consumer Staples,15.90M,447.30M,850,2.00,11.15,-,0.37,1.19,23.19,0.01,0.77,78.80%,10.80%,20.50%,3.50%,19.39M,0.83
NAUT,10.87,5.35,DOWN,312904597,Health Care,-61.60M,-,113,2.20,-,-,-,0.78,-,0.00,-0.50,46.30%,-16.10%,-,-,124.49M,-
NAVI,9.97,21.2,UP,2053876650,Finance,529.00M,1.60B,4330,3.00,4.32,0.58,1.31,0.72,12.19,23.44,3.57,-,18.70%,0.90%,33.10%,139.00M,1.57
NBIX,95.87,84.63,DOWN,10984654213,Health Care,12.20M,1.30B,900,2.10,1017.23,-,8.61,8.13,109.25,0.00,0.12,97.80%,5.20%,5.30%,5.50%,95.60M,0.52
NBN,22.75,35.97,UP,315820514,Finance,40.60M,95.10M,165,-,8.38,-,3.57,1.33,1.98,0.02,5.25,61.80%,21.90%,23.80%,56.00%,7.50M,1.26
NBRV,63,16.25,DOWN,6760942,Health Care,-46.60M,35.30M,73,2.50,-,-,0.17,0.17,-,0.21,-20.55,13.10%,-95.20%,-79.70%,-,2.66M,1.72
NBSE,7,2.64,DOWN,9532433,Health Care,-33.30M,-,33,2.70,-,-,-,0.27,-,0.00,-1.02,39.70%,-78.50%,-,-,32.26M,0.88
NBTB,31.79,38.48,UP,2028422389,Finance,153.20M,364.20M,1801,2.70,13.32,2.66,5.51,1.70,21.29,0.17,3.54,58.00%,12.60%,19.40%,42.30%,42.84M,0.61
NBTX,16.5,8,DOWN,138108453,Health Care,-,2.66M,103,1.50,-,-,55.92,72.80,-,-,-1.42,9.97%,-,-,-,34.88M,-
NCMI,3.61,2.75,DOWN,36522454,Consumer Discretionary,-32.50M,198.20M,346,2.50,-,-,0.18,-,-,-,-0.40,34.40%,6.00%,-9.40%,-16.40%,81.47M,1.73
NCNA,4.54,2.39,DOWN,51674040,Health Care,-39.00M,-,31,1.50,-,-,-,0.85,-,0.00,-0.75,31.80%,-52.70%,-,-,52.20M,1.34
NCNO,71.65,55.92,DOWN,3497894564,Technology,-78.70M,338.80M,1681,2.10,-,-,8.41,2.66,-,0.03,-0.74,89.50%,-8.80%,-4.30%,-23.20%,110.39M,-
NCSM,23.01,30.02,UP,67980347,Energy,-2.60M,135.10M,224,3.00,-,-,0.49,0.85,9.98,0.10,-1.05,76.50%,-3.20%,-5.40%,-2.10%,2.44M,1.64
NCTY,6.62,6.97,UP,17913335,Consumer Discretionary,-56.30M,18.60M,74,-,-,-,1.05,0.16,-,0.12,-3.33,4.80%,-163.60%,-35.30%,-,23.57M,1.26
NDAQ,44,69.7,UP,30699230629,Finance,1.14B,6.11B,6214,2.40,27.31,3.85,5.01,5.26,39.24,0.98,2.29,77.60%,19.10%,9.60%,19.20%,492.24M,0.95
NDLS,7.73,9.41,UP,267352488,Consumer Discretionary,-5.10M,483.60M,8000,2.00,-,-,0.54,7.75,-,1.07,-0.11,86.00%,-14.10%,8.80%,-1.10%,45.88M,1.51
NDRA,0.8,0.72,DOWN,15174504,Health Care,-12.20M,-,22,2.00,-,-,-,0.91,-,0.00,-0.26,7.00%,-105.40%,-,-,63.17M,1.08
NDSN,196.56,254.76,UP,12910737766,Industrials,482.30M,2.51B,7200,2.30,26.93,2.07,5.05,5.80,37.01,0.37,8.25,76.40%,22.00%,16.50%,19.20%,57.41M,0.92
NECB,13.75,11.21,DOWN,216801790,Finance,20.80M,60.30M,128,2.00,10.28,-,3.65,0.84,31.90,0.00,1.34,26.60%,4.90%,14.30%,20.40%,15.54M,0.57
NEGG,4.17,10.53,UP,987631,Consumer Discretionary,-4.20M,2.06B,2205,-,-,-,0.35,3.90,-,0.16,-0.02,0.60%,-2.40%,21.70%,-0.20%,371.12M,0.43
NEO,54.74,34.15,DOWN,954790911,Health Care,-146.80M,489.30M,2000,2.30,-,-,1.81,0.84,-,0.51,-1.19,94.70%,-13.50%,-6.80%,-30.00%,124.07M,0.90
NEOG,39.21,45.8,UP,2864507245,Health Care,36.40M,531.20M,2108,3.00,41.48,4.15,5.63,1.71,-,0.00,0.34,57.20%,4.20%,5.30%,6.90%,216.11M,0.72
NEON,6.96,8.92,UP,49227326,Technology,-6.20M,5.00M,47,2.00,-,-,9.89,2.32,-,0.01,-0.48,3.50%,-31.40%,-29.80%,-,13.58M,2.10
NEPH,7.96,5.87,DOWN,11277436,Health Care,-5.60M,10.50M,34,2.30,-,-,1.07,1.21,-,0.02,-0.55,46.70%,-51.30%,-,-53.10%,10.30M,1.34
NEPT,57.05,12.91,DOWN,14912680,Health Care,-,54.99M,161,3.00,-,-,0.12,0.19,-,-,-18.61,0.28%,-,-,-,11.73M,-
NERV,19.04,6.65,DOWN,14311717,Health Care,-49.00M,-,9,2.20,-,-,-,-,-,-,-9.18,52.00%,-727.60%,-,-,5.34M,-0.39
NESR,9.81,9.39,DOWN,690690937,Finance,-,878.52M,5581,2.00,16.78,-,0.70,0.62,-,-,0.40,45.72%,-,-,-,91.36M,-
NEWT,19.06,27.39,UP,394073721,Finance,59.80M,145.00M,104,3.00,6.40,2.13,2.73,1.00,-,1.30,2.54,17.80%,15.30%,8.90%,41.20%,24.16M,1.19
NEXT,2.12,2.99,UP,1006699127,Energy,-51.30M,-,57,2.60,-,-,-,51.07,-,0.00,-0.42,78.20%,-293.60%,-,-,144.33M,1.04
NFBK,12.22,16.24,UP,778415739,Finance,62.20M,167.60M,379,3.00,12.03,1.50,4.64,1.03,14.60,0.54,1.31,58.70%,8.50%,18.30%,37.10%,46.59M,0.69
NFE,52.58,24.27,DOWN,11411442570,Utilities,209.60M,2.04B,671,1.90,60.94,-,6.02,6.53,-,2.21,0.96,49.00%,11.30%,3.80%,10.30%,209.67M,1.68
NFLX,522.86,612.09,UP,129892581789,Consumer Discretionary,4.79B,31.47B,11300,2.50,24.38,4.62,3.72,5.60,163.38,0.68,10.61,77.80%,27.60%,16.70%,16.00%,444.88M,1.28
NGM,29.25,17.56,DOWN,431966653,Health Care,-135.10M,68.80M,225,2.50,-,-,6.56,1.52,-,0.00,-1.73,59.80%,-41.80%,-,-,79.27M,1.22
NGMS,34.63,27.56,DOWN,441998605,Consumer Discretionary,-15.90M,58.50M,156,1.50,-,-,7.23,2.93,-,1.48,-0.61,41.80%,-19.50%,-1.40%,-27.10%,26.16M,-
NH,3.29,0.98,DOWN,38593781,Health Care,-56.00M,63.30M,326,2.00,-,-,0.52,-,-,-,-0.48,20.10%,33.30%,-32.40%,-88.50%,115.55M,2.07
NHTC,4.94,6.75,UP,41560908,Miscellaneous,0.80M,55.30M,138,-,62.21,-,0.84,0.88,-,0.00,0.07,11.60%,1.30%,1.90%,1.40%,11.35M,0.60
NICE,278.83,306.71,UP,12092293938,Technology,226.10M,2.07B,7102,1.70,49.36,4.01,5.24,3.73,27.23,0.23,3.38,66.10%,8.00%,6.10%,10.90%,63.81M,0.84
NISN,18.47,3.16,DOWN,9512233,Industrials,30.40M,160.20M,178,-,0.38,-,0.11,0.07,0.74,0.00,1.40,12.90%,30.00%,15.40%,19.00%,22.46M,1.47
NIU,28.77,16.07,DOWN,200001716,Consumer Discretionary,17.00M,495.20M,702,1.60,16.15,5.69,0.46,1.49,-,0.27,0.19,41.10%,9.90%,9.90%,3.40%,87.93M,0.53
NKLA,16.08,10.19,DOWN,1699063052,Industrials,-752.90M,20.00M,900,2.60,-,-,72.61,2.03,-,0.47,-1.83,28.00%,-114.80%,-,-,425.32M,1.50
NKSH,31,35.85,UP,218334129,Finance,21.90M,47.70M,218,2.50,10.22,-,4.66,1.64,12.42,0.00,3.63,24.70%,12.10%,19.80%,43.00%,6.00M,0.44
NKTR,17.66,14,DOWN,709327062,Health Care,-524.80M,96.30M,740,3.30,-,-,7.30,1.54,-,0.00,-2.83,98.80%,-82.40%,-65.70%,-,186.80M,1.23
NKTX,59.61,15.46,DOWN,621104026,Health Care,-98.10M,-,127,1.60,-,-,-,1.21,-,0.00,-2.77,-,-33.50%,-,-,48.40M,-
NLOK,20.77,26.2,UP,14985308730,Technology,855.00M,2.82B,2700,2.40,15.05,1.43,5.02,-,22.67,-,1.44,85.00%,-473.70%,21.90%,30.40%,665.57M,0.73
NLTX,14.13,5.1,DOWN,23985231,Health Care,-61.70M,-,79,1.90,-,-,-,0.26,-,0.00,-1.12,49.80%,-45.30%,-,-,55.20M,1.17
NMIH,22,21.86,DOWN,1872774840,Finance,263.80M,508.80M,246,1.80,7.18,0.45,3.70,1.22,6.16,0.26,3.03,98.90%,17.20%,13.40%,51.90%,85.73M,1.33
NMRD,3.79,4.48,UP,55173829,Health Care,-14.50M,0.50M,32,2.00,-,-,111.20,-,-,-,-0.61,3.60%,-,-36.70%,-,24.10M,0.01
NMRK,6.89,18.47,UP,1479761912,Finance,226.20M,3.08B,6200,2.80,6.96,0.70,0.47,1.21,-,1.15,1.16,68.00%,-,33.60%,-,180.27M,1.76
NMTC,5.04,1.99,DOWN,16047140,Health Care,-11.30M,0.20M,11,2.50,-,-,80.59,1.51,-,0.00,-0.76,21.50%,-97.50%,-154.80%,-,16.19M,0.45
NMTR,16.78,18.99,UP,34072620,Health Care,-45.60M,-,21,1.80,-,-,-,1.31,-,0.00,-3.55,21.70%,-126.70%,-,-,12.95M,-2.01
NNBR,6.04,4.1,DOWN,108394488,Industrials,-25.90M,481.10M,3172,2.50,-,-,0.18,0.45,-,0.75,-0.58,78.40%,-9.60%,-2.50%,-4.40%,44.71M,2.79
NNDM,8.53,3.88,DOWN,638384468,Technology,-250.70M,30.40M,345,2.00,-,-,23.04,0.56,-,0.01,-0.96,20.00%,-18.40%,-16.20%,-,257.41M,1.89
NNOX,45.72,15.39,DOWN,731528241,Health Care,-76.80M,5.30M,186,2.30,-,-,136.86,2.69,-,0.01,-1.51,16.20%,-29.50%,-20.80%,-,52.19M,-
NODK,16.17,18.61,UP,290153026,Finance,-42.60M,311.90M,204,-,-,-,0.96,1.10,14.47,0.00,-2.00,26.30%,-13.30%,2.40%,-13.70%,21.38M,0.28
NOTV,11.82,40.42,UP,534156652,Health Care,-78.60M,427.30M,541,1.70,-,-,0.98,0.67,-,0.55,-3.55,44.30%,-16.30%,-0.30%,-18.40%,25.51M,2.65
NOVN,10.8,4.06,DOWN,26282792,Health Care,-37.00M,9.50M,29,1.80,-,-,2.78,1.87,-,0.00,-1.93,16.10%,-236.10%,-158.20%,-,20.22M,0.34
NRBO,154.8,37.2,DOWN,6754067,Health Care,-14.20M,-,5,2.00,-,-,-,0.13,-,0.00,-16.80,27.20%,-137.10%,-,-,0.89M,-0.04
NRC,42.92,41.88,DOWN,1006783347,Technology,36.10M,151.80M,511,3.00,26.67,2.05,6.20,13.81,55.03,0.36,1.42,47.00%,45.40%,34.70%,23.80%,25.08M,0.51
NRIM,33.56,43.8,UP,278259739,Finance,30.30M,93.10M,451,1.00,10.01,-,3.12,1.37,3.86,0.05,5.11,67.40%,14.10%,30.00%,35.00%,5.75M,0.68
NRIX,32.57,29.98,DOWN,603963075,Health Care,-171.30M,39.20M,242,1.80,-,-,15.07,1.93,-,0.00,-3.71,-,-54.50%,-34.50%,-,50.87M,-
NRXP,24.01,4.96,DOWN,53707203,Health Care,-88.30M,-,2,2.00,-,-,-,2.19,-,0.00,-1.57,6.30%,-409.00%,-,-,65.73M,0.70
NSIT,75.28,105.79,UP,3328750506,Technology,263.40M,10.41B,11624,1.80,13.53,1.82,0.33,2.10,-,0.66,7.15,-,17.20%,13.80%,2.50%,35.08M,1.56
NSPR,6.6,2.93,DOWN,9405216,Health Care,-17.30M,5.20M,52,2.00,-,-,1.46,0.28,-,0.00,-2.22,1.70%,-54.90%,-44.10%,-,7.81M,1.07
NSSC,13.09,24.54,UP,1043259289,Technology,19.60M,143.60M,1149,1.80,50.55,33.70,7.14,8.67,150.74,0.00,0.53,69.60%,18.50%,17.50%,13.60%,36.73M,1.16
NSTG,64.67,42.76,DOWN,483306232,Health Care,-139.30M,142.90M,766,1.70,-,-,1.98,2.56,-,2.00,-3.03,-,-87.90%,-27.00%,-97.50%,46.43M,1.68
NSYS,6.5,10.01,UP,27103481,Technology,9.40M,126.10M,782,-,3.56,-,0.24,1.17,-,0.47,3.27,3.90%,37.80%,20.90%,7.40%,2.68M,0.61
NTAP,64.86,91.69,UP,15083006270,Technology,949.00M,6.45B,12000,2.30,16.67,1.66,2.28,23.22,26.01,4.01,4.17,92.50%,121.00%,28.80%,14.70%,220.00M,1.21
NTCT,26.91,33.35,UP,2562706311,Technology,49.60M,890.30M,2331,3.00,52.09,29.27,2.77,1.31,8.63,0.10,0.66,-,1.80%,1.70%,4.00%,72.45M,0.66
NTES,96.74,103.75,UP,36590225159,Consumer Discretionary,2.46B,12.78B,32064,2.00,16.80,1.75,2.98,2.95,14.82,0.31,3.70,17.20%,19.70%,10.60%,19.90%,654.94M,0.37
NTGR,40.02,29.52,DOWN,565053618,Utilities,-63.90M,934.60M,771,2.60,-,-,0.58,0.88,-,0.00,-2.18,96.70%,-4.60%,7.20%,-3.30%,28.89M,0.98
