"Symbol","Start","End","Label","Market.Cap","Sector","Income","Sales","Employees","Recom.Analyst.Rating..1.buy.5.sell.","price.to.earnings","Price.Earnings.to.Growth","Price.to.Sales.Ratio","Price.to.Book","Price.to.free.cash.flow","debt.to.equity","EPS..ttm.","Inst.Own","ROE","ROI","Profit.Margin","Shs.Outstand","Beta"
"LPTX",2.18,3.21,"UP",84267191,"Health Care",-49300000,8e+05,36,"1.80",NA,NA,94.63,0.81,NA,0,-0.58,0.452,-0.485,-0.384,NA,88320000,0.61
"LQDA",3,4.98,"UP",311513706,"Health Care",-44200000,13800000,47,"1.90",NA,NA,21.75,3.01,NA,0.2,-0.82,0.512,-0.598,-0.442,NA,62180000,0.24
"LQDT",16.26,21.92,"UP",613476539,"Consumer Discretionary",64700000,275200000,614,"1.50",9.01,NA,2.18,3.75,17.57,0,1.89,0.682,0.471,0.374,0.235,31910000,1.36
"LRCX",478.02,718.33,"UP",55241131943,"Technology",4.85e+09,1.8e+10,17700,"2.20",12.47,1.63,3.23,8.03,23.78,0.67,34.87,0.847,0.741,0.425,0.27,136890000,1.38
"LRMR",22,10.89,"DOWN",138461440,"Health Care",-43500000,NA,31,"1.50",NA,NA,NA,1.01,NA,0,-2.38,0.656,-0.715,NA,NA,39940000,0.77
"LSAK",4.74,5.4,"UP",236226719,"Technology",-43900000,222600000,2657,"2.00",NA,NA,1.01,1.01,NA,0.88,-0.76,0.495,-0.177,-0.092,-0.196,59430000,1.3
"LSCC",45.33,76.68,"UP",6672222632,"Technology",155500000,626200000,856,"2.00",48.17,3.21,10.77,16.79,40,0.34,1.1,NA,0.272,0.174,0.181,137420000,1.18
"LSTA",21.6,12.61,"DOWN",33552143,"Health Care",-24600000,NA,27,"2.00",NA,NA,NA,0.19,NA,0,-6.13,0.094,-0.272,NA,NA,7820000,1.03
"LSTR",133.09,178.33,"UP",5590150860,"Industrials",450900000,7.71e+09,1399,"3.10",13.39,0.61,0.75,6.76,16.22,0.24,12.13,NA,0.523,0.354,0.058,36330000,0.89
"LTBR",4.16,7.11,"UP",58748665,"Consumer Discretionary",-11500000,NA,6,"-",NA,NA,NA,1.75,NA,0,-2.59,0.074,-0.408,NA,NA,11580000,3.1
"LTCH",10.25,7.58,"DOWN",185369286,"Technology",-172400000,48400000,440,"2.60",NA,NA,3.38,0.42,NA,0.01,-1.72,0.531,-0.432,-0.397,NA,141970000,NA
"LTRN",18.88,7.24,"DOWN",45760751,"Health Care",-16200000,NA,14,"2.00",NA,NA,NA,0.79,NA,0,-1.47,0.305,-0.237,NA,NA,10830000,NA
"LTRPA",4.27,2.2,"DOWN",87236207,"Technology",1.56e+08,1.22e+09,2691,"3.00",0.62,NA,0.15,NA,0.58,NA,2.04,0.527,-0.779,-0.14,0.128,7.6e+07,1.96
"LTRX",4.31,7.64,"UP",179855997,"Telecommunications",-5400000,129700000,335,"1.80",NA,NA,1.17,1.85,NA,0.2,-0.17,0.355,-0.077,-0.041,-0.041,34910000,2.26
"LTRY",12.1,6.43,"DOWN",19608897,"Consumer Discretionary",NA,84220000,43,"2.00",NA,NA,0.2,0.1,NA,0.02,-0.67,0.07,NA,0.085,NA,46830000,0.71
"LULU",356.4,398.69,"UP",42100051266,"Consumer Discretionary",1.1e+09,7.06e+09,29000,"2.10",37.97,1.75,5.83,14.48,173.32,0,8.54,0.884,0.403,0.356,0.156,127620000,1.3
"LUMO",31.11,6.96,"DOWN",75648618,"Health Care",-28700000,7e+05,32,"1.70",NA,NA,107.85,1.01,NA,0,-3.43,0.284,-0.338,-0.345,NA,8370000,1.06
"LUNA",9.42,8.52,"DOWN",170843675,"Health Care",-3200000,93200000,385,"1.70",NA,NA,1.88,1.97,NA,0.24,-0.1,0.508,0.107,-0.006,0.098,32480000,1.37
"LUNG",59.67,32.92,"DOWN",497161123,"Health Care",-53700000,51700000,253,"2.30",NA,NA,3.63,1.07,NA,0.1,-1.46,NA,-0.286,-0.226,NA,3.7e+07,NA
"LVO",3.41,1.18,"DOWN",59844454,"Consumer Discretionary",-34500000,101500000,184,"1.70",NA,NA,0.58,NA,NA,NA,-0.43,0.248,6.6,-2.5,-0.34,82070000,1.36
"LVOX",10.55,4.88,"DOWN",310142425,"Technology",-46900000,127500000,672,"2.30",NA,NA,2.04,2.17,NA,0.52,-0.51,0.876,-0.392,-0.562,-0.368,91560000,-0.25
"LWAY",5.21,4.8,"DOWN",93136123,"Consumer Staples",1300000,123800000,280,"3.00",76.22,7.62,0.78,2,50.76,0.14,0.08,0.076,0.023,0.067,0.009,15440000,1.52
"LWLG",0.98,14.73,"UP",953852788,"Industrials",-19700000,NA,19,"-",NA,NA,NA,29.72,NA,0,-0.18,0.226,-0.83,NA,NA,111590000,2.02
"LX",6.67,3.73,"DOWN",249847216,"Finance",147800000,1.27e+09,3896,"2.20",1.98,0.84,0.21,0.23,NA,1.09,0.72,0.239,0.135,0.17,0.116,178890000,0.43
"LXRX",3.52,4.17,"UP",407138045,"Health Care",-96800000,1e+05,87,"2.30",NA,NA,3787.99,4.53,NA,0,-0.65,0.78,-0.936,-0.767,NA,183630000,1.36
"LYFT",47.28,43.49,"DOWN",5153585603,"Technology",-957100000,3.7e+09,4453,"2.20",NA,NA,1.3,5.12,NA,0.92,-2.77,0.795,-0.778,-0.494,-0.259,350530000,1.68
"LYL",2.32,1.24,"DOWN",7549541,"Finance",NA,1410000,18,"-",NA,NA,9.39,0.92,NA,NA,-0.22,0.0029,NA,NA,NA,23600000,NA
"LYRA",11.24,4.28,"DOWN",154555155,"Health Care",-46200000,6100000,53,"1.40",NA,NA,24.21,1.42,NA,0,-2.86,0.785,-0.837,-1.272,NA,33950000,NA
"LYTS",8.09,6.87,"DOWN",209361734,"Consumer Discretionary",1.5e+07,455100000,1380,"1.70",18.82,0.75,0.59,1.88,NA,0.55,0.54,0.623,0.107,0.075,0.033,27480000,1
"MANH",103.28,156.86,"UP",7603076923,"Technology",111700000,740500000,4080,"1.90",63.35,4.22,9.69,35.07,45.29,0,1.75,NA,0.511,0.442,0.151,62590000,1.68
"MAPS",13.03,6.14,"DOWN",183843388,"Technology",53900000,220800000,606,"1.50",2.51,NA,1.4,1.41,NA,0,0.77,0.575,0.729,-0.119,0.244,86420000,NA
"MAR",124.77,164.86,"UP",52256014152,"Consumer Discretionary",1.74e+09,1.793e+10,120000,"2.40",28.06,0.68,2.69,27.47,25.79,4.96,5.29,0.615,1.187,0.13,0.097,328200000,1.58
"MARA",11.01,34.39,"UP",1533650531,"Finance",-215300000,188600000,10,"1.90",NA,NA,6.98,1.74,NA,1.16,-1.99,0.399,-0.31,-0.077,NA,109440000,5.04
"MARK",1.84,0.99,"DOWN",29570719,"Consumer Discretionary",-3500000,14800000,74,"-",NA,NA,2.28,NA,NA,NA,0,0.09,-0.139,-0.229,-0.234,105160000,3.02
"MASI",265.9,297.23,"UP",6894594525,"Health Care",190700000,1.5e+09,2200,"2.50",37.95,3.19,4.4,5.65,40.44,0.78,3.32,0.96,0.131,0.149,0.127,53900000,0.87
"MASS",54.71,25.68,"DOWN",500704305,"Health Care",-26200000,47800000,177,"1.20",NA,NA,9.62,2.23,NA,0,-0.86,0.92,-0.14,-0.096,-0.547,31410000,NA
"MAT",17.25,21.39,"UP",6685312363,"Consumer Discretionary",603600000,5.83e+09,36300,"1.90",10.52,0.86,1.07,3.62,20.95,1.49,1.68,NA,0.666,0.278,0.178,353460000,1.21
"MATW",28.57,36.48,"UP",823289214,"Industrials",-22500000,1.74e+09,11000,"2.00",NA,NA,0.47,1.41,13.06,1.31,-0.71,0.778,-0.036,0.025,-0.013,31240000,1.07
"MAXN",30.78,14.21,"DOWN",770004597,"Technology",-285700000,903100000,4202,"2.60",NA,NA,0.79,3.99,NA,1.48,-7.04,0.383,-0.966,-0.341,-0.316,40850000,NA
"MAYS",22.5,41,"UP",90488364,"Real Estate",-7e+05,21400000,31,"-",NA,NA,4.32,1.73,NA,0.12,-0.35,0.03,-0.013,-0.006,-0.033,2020000,0.04
"MBIN",18.55,31.79,"UP",1034987185,"Finance",194900000,3.82e+08,481,"1.50",5.41,NA,2.73,1.21,1.12,0.66,4.5,0.228,0.238,0.156,0.504,43210000,1.1
"MBIO",3.95,1.73,"DOWN",57445907,"Health Care",-75900000,NA,102,"1.60",NA,NA,NA,0.54,NA,0.33,-0.79,0.173,-0.734,NA,NA,102950000,1.63
"MBOT",7.16,8.24,"UP",28569008,"Health Care",-13100000,NA,17,"2.00",NA,NA,NA,2.88,NA,0,-1.84,0.21,-1.001,NA,NA,7890000,3.17
"MBRX",5.1,1.68,"DOWN",29178840,"Health Care",-20800000,NA,13,"1.70",NA,NA,NA,0.39,NA,0,-0.73,0.104,-0.279,NA,NA,28580000,1.77
"MBUU",61.81,69.33,"UP",1092655373,"Consumer Discretionary",157600000,1.21e+09,3015,"1.70",7.12,0.47,0.89,2.18,9.81,0.24,7.53,NA,0.353,0.269,0.13,20470000,1.6
"MBWM",27.01,34.96,"UP",556270480,"Finance",50900000,160600000,585,"2.20",10.95,1.37,3.5,1.3,7.92,0.32,3.22,0.57,0.127,0.196,0.35,15850000,1.03
"MCBC",8.34,8.79,"UP",366166141,"Finance",28800000,62800000,279,"3.00",13.8,1.73,6,1.68,23.99,0,0.84,0.415,0.118,0.202,0.459,34250000,0.69
"MCBS",14.18,27.85,"UP",569267062,"Finance",69900000,134100000,216,"3.00",8.08,NA,4.22,1.73,4.67,0,2.72,0.173,0.227,0.286,0.508,25460000,0.57
"MCFT",24.25,29,"UP",398060991,"Consumer Discretionary",58200000,707900000,1750,"2.20",7.07,0.71,0.56,2.76,NA,0.39,3.13,0.923,0.447,0.298,0.082,17950000,1.81
"MCHP",68.59,87.08,"UP",34182196959,"Technology",1.54e+09,7.22e+09,21000,"2.10",24.03,1.01,4.97,6.07,17.04,0,2.73,0.961,0.263,0.113,0.213,553800000,1.51
"MCHX",2.02,2.57,"UP",69003789,"Consumer Discretionary",-1800000,53200000,187,"2.00",NA,NA,1.34,1.52,NA,0,-0.05,0.694,-0.036,-0.133,-0.035,43360000,2.03
"MCRB",25.06,8.55,"DOWN",1090588968,"Health Care",-103100000,136700000,333,"1.90",NA,NA,6.98,31.44,NA,0,-1.14,0.809,-1.003,-0.413,-0.755,124590000,2.79
"MCRI",58.06,73.75,"UP",1505060196,"Consumer Discretionary",84900000,468400000,2650,"2.50",18.29,1.31,3.17,3.1,17.2,0.13,4.34,0.654,0.172,0.136,0.167,18990000,1.71
"MDB",350.41,532.35,"UP",12668212148,"Technology",-361900000,1.08e+09,3544,"2.00",NA,NA,9.08,14.5,NA,1.78,-5.37,0.916,-0.542,-0.158,-0.334,68330000,1.06
"MDGL",109.76,84.89,"DOWN",1222550675,"Health Care",-255900000,NA,71,"1.90",NA,NA,NA,13.25,NA,0.58,-15.07,0.801,-1.55,NA,NA,17100000,0.91
"MDGS",1.97,1.02,"DOWN",11425197,"Health Care",-5900000,42700000,26,"-",NA,NA,1.21,0.21,NA,0.35,-0.2,0.008,-0.139,0.029,-0.138,24110000,1.38
"MDIA",2.66,5.34,"UP",11638194,"Consumer Discretionary",-1.4e+07,59100000,192,"-",NA,NA,0.57,NA,7.15,NA,-1.86,0.867,0.728,0.06,-0.238,21440000,NA
"MDJH",4.12,1.77,"DOWN",18625312,"Finance",-2200000,4500000,71,"-",NA,NA,4.52,2.9,NA,0,-0.19,0.001,-0.263,-0.327,-0.503,11680000,-0.36
"MDLZ",57.92,65.75,"UP",84269257458,"Consumer Staples",3.86e+09,2.988e+10,79000,"1.90",23.36,5.25,2.94,3.23,55.61,0.7,2.76,0.802,0.15,0.07,0.14,1.38e+09,0.67
"MDNA",4.48,1.66,"DOWN",50849280,"Health Care",-20300000,NA,18,"-",NA,NA,NA,2,NA,0,-0.37,0.0682,-0.933,NA,NA,56130000,0.28
"MDRX",14.33,18.46,"UP",1624772892,"Technology",125200000,1.05e+09,8000,"2.50",16.78,2.1,1.7,1.55,9.73,0,0.96,NA,0.046,0.033,0.059,114250000,0.95
"MDVL",14.67,1.36,"DOWN",55231530,"Consumer Staples",-48600000,33400000,287,"2.00",NA,NA,1.52,1.36,NA,0.3,-1.29,0.881,-2.169,-1.511,NA,69360000,0.37
"MDWD",3.77,2.47,"DOWN",53770460,"Health Care",-15400000,20900000,77,"1.70",NA,NA,2.45,NA,NA,NA,-0.53,0.076,NA,4.326,-0.738,33140000,1.03
"MDWT",55.39,16.2,"DOWN",53596668,"Finance",-6e+05,18700000,64,"3.00",NA,NA,2.76,1,3.04,0,-0.17,0.329,-0.009,-0.295,-0.032,3740000,0.31
"MDXG",9.16,5.99,"DOWN",340257778,"Health Care",-27900000,256300000,811,"2.00",NA,NA,1.33,NA,NA,NA,-0.25,0.625,4.165,-0.11,-0.109,112870000,1.74
"ME",11.12,6.9,"DOWN",1422303426,"Health Care",-2.65e+08,277200000,728,"2.50",NA,NA,4.74,1.53,NA,0,-1.09,0.382,-0.313,-0.274,-0.956,446500000,NA
"MEDP",134.42,219.08,"UP",6907909122,"Health Care",226600000,1.37e+09,5000,"2.60",32.29,2.27,4.75,18.65,22.88,0.4,6.51,0.874,0.414,0.187,0.165,31010000,1.47
"MEDS",5.41,2.37,"DOWN",7347826,"Technology",-4100000,11500000,47,"2.00",NA,NA,0.61,3.79,NA,0.28,-0.51,0.07,-1.263,-1.393,-0.36,8180000,1.19
"MEIP",2.77,2.65,"DOWN",45788433,"Health Care",-54500000,40700000,102,"2.30",NA,NA,0.96,0.78,NA,0,-0.44,0.381,-0.956,-1.441,NA,133120000,0.83
"MELI",1640,1356.46,"DOWN",45254109225,"Consumer Discretionary",237100000,8.83e+09,29957,"1.80",198.98,NA,5.26,29.99,42.46,2.81,4.73,0.842,0.197,0.048,0.027,50370000,1.55
"MERC",10.26,11.83,"UP",890610391,"Basic Materials",301500000,2.22e+09,2415,"2.40",3,0.52,0.42,1.25,5.71,1.87,4.54,0.522,0.411,0.117,0.136,66130000,1.49
"MESA",6.32,5.64,"DOWN",54076220,"Consumer Discretionary",-74500000,536200000,2600,"3.00",NA,NA,0.09,0.11,26.81,1.5,-2.07,0.445,-0.164,0.051,-0.139,36180000,2.47
"MESO",8.51,4.81,"DOWN",427215423,"Health Care",-91300000,10200000,77,"2.40",NA,NA,42.85,0.79,NA,0.22,-0.7,0.026,-0.173,-0.122,NA,129980000,3.11
"META",268.94,344.36,"UP",247270171594,"Technology",2.883e+10,1.1811e+11,87314,"2.00",9.22,NA,2.12,2.09,9.54,0.08,10.49,0.765,0.232,0.31,0.244,2.68e+09,1.14
"METC",2.97,12.97,"UP",503041182,"Energy",100400000,457400000,454,"2.00",5.59,1.32,1.18,1.97,11.96,0.36,2.23,0.679,0.429,0.133,0.22,44270000,1.06
"METX",54,7.83,"DOWN",3793901,"Real Estate",-52600000,99800000,1229,"2.00",NA,NA,0.03,0.91,NA,15.19,-14.06,0.014,2.814,-1.045,-0.527,11370000,-0.49
"MFH",3.34,3.24,"DOWN",12287766,"Technology",-12400000,7e+05,13,"-",NA,NA,17.09,1.32,NA,0,-1.2,0.015,-3.084,-1.454,NA,13760000,1.75
"MFIN",5.19,6.23,"UP",179368149,"Finance",50200000,185100000,136,"2.00",3.65,0.24,0.94,0.61,2.16,0,2.04,0.29,0.195,0.195,0.3,24150000,2.06
"MGEE",67.93,81.36,"UP",2459470794,"Utilities",104200000,669200000,706,"4.00",23.15,5.51,3.57,2.28,NA,0.6,2.88,0.562,0.1,0.068,0.156,36160000,0.68
"MGI",5.33,7.54,"UP",1018922189,"Consumer Discretionary",-3200000,1.28e+09,3072,"3.00",NA,NA,0.79,NA,30.83,NA,-0.04,0.925,0.017,0.059,-0.002,96600000,1.08
"MGIC",14.96,21.21,"UP",774933873,"Technology",31600000,529600000,3677,"-",22.59,2,1.36,2.78,66.05,0.22,0.64,0.225,0.121,0.126,0.06,49090000,1.14
"MGNI",27.61,17.94,"DOWN",974424955,"Consumer Discretionary",-93400000,5.49e+08,876,"2.00",NA,NA,1.48,1,5.51,0.88,-0.71,0.667,-0.109,0.009,-0.17,132430000,1.99
"MGNX",22.2,16.28,"DOWN",308830420,"Health Care",-218700000,66900000,427,"1.90",NA,NA,5.83,2.77,NA,0,-3.57,NA,-1.027,-0.846,NA,61380000,2.04
"MGPI",46.69,86.44,"UP",2499103906,"Consumer Staples",117800000,733700000,672,"2.00",21.12,2.11,3.49,3.49,98.22,0.33,5.29,0.822,0.178,0.109,0.161,2.2e+07,0.93
"MGRC",65.44,79.28,"UP",2303725064,"Consumer Discretionary",103900000,698900000,1184,"1.00",22.82,2.28,3.29,3.05,16.8,0.54,4.24,0.874,0.139,0.087,0.149,24380000,0.79
"MGTA",7.66,4.55,"DOWN",75085370,"Health Care",-76900000,NA,70,"1.80",NA,NA,NA,0.52,NA,0,-1.31,0.777,-0.474,NA,NA,58820000,1.96
"MGTX",15.53,23.23,"UP",329028056,"Health Care",-100900000,44400000,333,"1.90",NA,NA,6.89,2.16,NA,0,-2.27,0.668,-0.596,-0.395,NA,44670000,1.49
"MHLD",2.49,3.02,"UP",196113373,"Finance",46300000,77500000,52,"3.00",4.02,0.33,2.41,0.82,NA,1.12,0.53,0.35,0.209,0.064,0.597,87090000,1.15
"MICS",10.5,7.5,"DOWN",17009657,"Consumer Staples",3e+05,53100000,32,"-",NA,NA,0.29,0.72,NA,0.21,-0.58,0.08,0.029,0.061,0.006,1910000,-0.2
"MICT",2.08,0.82,"DOWN",95878993,"Technology",-36600000,55900000,431,"2.00",NA,NA,1.56,0.68,NA,0.01,-0.3,0.074,-0.263,-0.248,-0.654,124460000,1.03
"MIDD",126.16,196.84,"UP",7570657321,"Industrials",477600000,3.69e+09,4465,"1.90",16.07,1.34,1.97,3.05,NA,1.12,8.48,NA,0.198,0.102,0.129,54030000,1.52
"MIGI",2.42,6.52,"UP",35936772,"Finance",-13700000,69800000,40,"2.00",NA,NA,0.51,0.31,NA,0.38,-0.19,0.079,-0.127,-0.325,-0.196,71600000,2.34
"MIND",2.21,1.64,"DOWN",8272142,"Industrials",-15200000,29900000,200,"3.00",NA,NA,0.25,0.29,NA,0,-1.11,0.19,-0.605,-0.479,-0.545,13780000,1.6
"MINM",3.76,1.21,"DOWN",9882149,"Consumer Discretionary",-7100000,51700000,83,"2.00",NA,NA,0.19,0.41,NA,0.23,-0.15,0.078,-0.244,-0.055,-0.137,46340000,0.47
"MIRM",18.15,15.71,"DOWN",837939854,"Health Care",-53100000,38500000,171,"1.60",NA,NA,21.76,6.89,NA,0,-1.67,0.81,-0.536,-0.545,NA,36220000,NA
"MIST",6.76,6.94,"UP",150054365,"Health Care",-61800000,1.5e+07,29,"1.60",NA,NA,8.49,2.08,NA,0,-1.46,0.743,-0.578,-0.383,NA,42280000,2.05
"MITK",16.47,17.48,"UP",500123903,"Technology",6e+06,139800000,435,"1.60",86.12,5.74,3.53,2.8,28.87,0.72,0.13,0.727,0.043,0.04,0.058,44670000,0.78
"MITO",1.42,0.79,"DOWN",23373734,"Health Care",-5.3e+07,NA,38,"2.00",NA,NA,NA,NA,NA,NA,-0.91,0.084,1.387,NA,NA,59620000,1.46
"MKSI",150.24,174.75,"UP",5475542414,"Industrials",555600000,3.01e+09,6000,"1.90",6.79,NA,1.47,1.21,13.93,0.26,9.97,0.967,0.189,0.158,0.184,66490000,1.51
"MKTW",10.36,7.21,"DOWN",84683978,"Technology",-373300000,552200000,800,"2.20",NA,NA,1.16,NA,NA,NA,-1.18,0.463,7.579,19.999,-0.676,313600000,NA
"MKTX",562.78,412.66,"DOWN",9198815909,"Finance",243200000,705500000,676,"3.00",36.97,4.73,13,8.76,49.17,0,6.44,0.9933,0.238,0.251,0.345,37480000,0.67
"MLAB",279.2,331.69,"UP",702305022,"Industrials",-1600000,199900000,681,"2.50",NA,NA,4.21,2.22,43.42,0.57,-0.31,0.934,-0.004,0.005,-0.008,5270000,0.6
"MLCO",17.94,10.19,"DOWN",2525462780,"Consumer Discretionary",-827900000,1.7e+09,17878,"-",NA,NA,1.65,NA,NA,NA,-1.74,0.416,-7.301,-0.085,-0.488,473810000,1.14
"MLKN",33.1,38.98,"UP",1604444167,"Consumer Discretionary",60200000,4.24e+09,11300,"2.00",27.26,0.91,0.38,1.18,NA,1.1,0.79,0.997,0.042,0.01,0.014,75480000,1.54
"MLVF",15.31,15.68,"UP",111072197,"Finance",-1800000,34500000,81,"3.00",NA,NA,3.21,0.75,8.22,0.17,-0.24,0.543,-0.013,0.102,-0.053,7570000,0.76
"MMAT",1.42,2.64,"UP",392252523,"Technology",-80400000,9200000,130,"1.70",NA,NA,52.88,1.06,NA,0.01,-0.28,0.142,-0.224,-0.23,NA,301490000,1.81
"MMLP",1.45,2.64,"UP",130538520,"Energy",21500000,1.04e+09,1450,"3.00",5.76,1.6,0.11,NA,3.4,NA,0.55,0.406,-0.455,0.12,0.021,38730000,2.06
"MMMB",1.85,2.03,"UP",39223286,"Consumer Staples",-2e+06,69400000,6,"2.00",NA,NA,0.54,4.78,NA,1.59,-0.06,0.125,-0.23,-0.011,-0.028,35810000,1.24
"MMSI",54.76,63.99,"UP",3886064262,"Health Care",61700000,1.14e+09,6446,"1.60",64.09,5.83,3.43,3.59,42.71,0.2,1.07,0.961,0.058,0.043,0.054,56840000,1.04
"MMYT",28.11,28.43,"UP",2938196000,"Technology",-31200000,413800000,3338,"2.20",NA,NA,6.95,3.52,97.44,0.25,-0.29,0.695,-0.035,-0.026,-0.075,109110000,1.18
"MNDO",2.59,3.11,"UP",42420128,"Technology",5900000,26300000,214,"-",7.12,NA,1.61,1.78,6.34,0,0.29,0.157,0.27,0.249,0.221,20060000,0.84
"MNKD",3.22,4.38,"UP",878810154,"Health Care",-87500000,65600000,348,"1.70",NA,NA,13.87,NA,NA,NA,-0.35,0.462,0.401,-0.373,NA,253640000,1.68
"MNMD",43.65,21.45,"DOWN",105883471,"Health Care",NA,NA,41,"1.70",NA,NA,NA,6.73,NA,NA,-0.18,0.1256,NA,NA,NA,420740000,NA
"MNOV",5.27,2.69,"DOWN",102506654,"Health Care",-13100000,40000,11,"-",NA,NA,2784.01,1.4,NA,0,-0.27,0.254,-0.16,-0.122,NA,49050000,0.82
"MNPR",6.36,3.28,"DOWN",26410461,"Health Care",-10400000,NA,9,"2.00",NA,NA,NA,3.43,NA,0,-0.82,0.016,-0.578,NA,NA,12630000,NA
"MNSB",16.9,24.35,"UP",207554863,"Finance",21800000,74300000,138,"1.00",9.77,NA,2.8,1.32,9.8,0.45,2.88,0.461,0.125,0.256,0.269,7580000,0.52
"MNST",90.6,95.39,"UP",49474547981,"Consumer Staples",1.23e+09,6.01e+09,4092,"2.20",43.21,3.05,8.61,7.68,90.49,0,2.29,0.675,0.185,0.209,0.204,528620000,0.9
"MNTV",25.89,21.59,"DOWN",1147713016,"Technology",-130300000,469200000,1600,"2.30",NA,NA,2.32,4.05,90.11,0.68,-0.87,0.82,-0.401,-0.2,-0.278,148650000,1.5
"MNTX",5.03,5.92,"UP",93818661,"Consumer Discretionary",-11200000,234300000,514,"2.00",NA,NA,0.41,1.72,NA,1.61,-0.56,0.52,-0.175,-0.017,-0.048,20060000,0.6
"MOBQ",7.5,2.19,"DOWN",12570035,"Consumer Discretionary",-18800000,3900000,13,"-",NA,NA,2.92,NA,NA,NA,-4.36,0.018,5.517,NA,NA,7960000,0.4
"MOFG",24.55,32.43,"UP",528443037,"Finance",59100000,183600000,760,"2.20",8.93,1.12,2.92,1.08,5.07,0.27,3.77,0.706,0.12,0.226,0.336,15670000,0.96
"MOMO",13.66,9.01,"DOWN",939988519,"Technology",-438800000,1.88e+09,2051,"2.30",NA,NA,0.5,0.73,4.94,0.35,-2.28,0.689,-0.28,-0.215,-0.234,198390000,1.04
"MOR",28.66,9.29,"DOWN",655744819,"Health Care",-841400000,192800000,648,"2.70",NA,NA,3.45,NA,NA,NA,-6.16,0.021,-3.561,-0.753,NA,136610000,0.98
"MORF",32.5,47.88,"UP",1077357652,"Health Care",-51100000,75300000,101,"1.40",NA,NA,12.96,2.63,NA,0,-1.43,0.891,-0.147,-0.285,-0.678,38240000,1.26
"MORN",231.52,341.9,"UP",9891475447,"Finance",123700000,1.86e+09,11716,"2.00",81.07,5.07,5.25,8.32,66.44,0.98,2.85,0.569,0.095,0.11,0.067,42500000,1.11
"MOTS",19.88,9.55,"DOWN",5993674,"Health Care",-19600000,4e+05,30,"1.60",NA,NA,10.94,1.22,NA,2.9,-7.71,0.062,-2.176,NA,NA,2760000,1.85
"MOXC",1.31,3.48,"UP",15527676,"Technology",-1900000,7e+05,8,"-",NA,NA,25.89,2.83,NA,0,-0.12,0.018,NA,NA,NA,19550000,2.67
"MPAA",19.5,17.02,"DOWN",365508045,"Consumer Discretionary",6300000,665300000,5800,"2.00",59.63,2.39,0.55,1.17,NA,0.53,0.32,0.949,0.02,0.047,0.01,19120000,1.55
"MPB",21.73,31.61,"UP",540493488,"Finance",39700000,151500000,567,"1.50",13.23,NA,3.54,1.06,11.88,0.16,2.49,0.464,0.069,0.158,0.207,15940000,0.57
"MPWR",364.82,491.5,"UP",15963237075,"Technology",391300000,1.67e+09,2773,"1.80",43.56,1.74,9.65,11.58,71.01,0,8.1,0.956,0.214,0.187,0.165,46670000,1.09
"MRAM",4.75,11.08,"UP",120577192,"Technology",8200000,62100000,75,"1.50",16.66,0.83,2.09,3.99,12.87,0.11,0.4,0.532,0.291,0.157,0.131,20070000,1.28
"MREO",3.54,1.61,"DOWN",122735960,"Health Care",NA,36460000,49,"1.30",7.45,NA,2.81,1.09,NA,NA,0.11,0.5696,NA,NA,NA,124990000,NA
"MRIN",1.99,3.9,"UP",19636656,"Technology",-15600000,21900000,156,"-",NA,NA,0.84,0.44,NA,0,-1.02,0.131,-0.342,-0.281,-0.713,15650000,0.44
"MRKR",1.47,1,"DOWN",37310317,"Health Care",-41300000,3e+06,56,"2.30",NA,NA,12.02,1.21,NA,0,-0.5,0.276,-1.034,-0.952,NA,83590000,1.11
"MRM",14.2,6.07,"DOWN",28904400,"Consumer Discretionary",NA,4.11e+09,171,"-",NA,NA,0.01,0.14,NA,NA,-1.03,4e-04,NA,NA,NA,4880000,NA
"MRNA",111.73,251.6,"UP",58992891235,"Health Care",1.405e+10,2.3e+10,2700,"2.50",5,NA,2.71,3.61,6.77,0.04,32.8,0.642,0.948,0.819,0.611,3.96e+08,1.73
"MRNS",12.2,11.98,"DOWN",208687232,"Health Care",-106600000,27600000,113,"1.40",NA,NA,7.52,280.5,NA,88,-2.89,0.79,-2.661,-1.077,NA,37160000,1.15
"MRSN",26.52,6.4,"DOWN",758406761,"Health Care",-193900000,6300000,169,"1.50",NA,NA,103.74,4.74,NA,0,-2.45,0.953,-1.406,NA,NA,97170000,1.72
"MRTN",16.9,17.11,"UP",1526238614,"Industrials",109600000,1.21e+09,4007,"2.20",14.6,1.46,1.27,2.4,14.67,0,1.33,0.727,0.147,0.131,0.079,81690000,0.87
"MRTX",221.61,148.23,"DOWN",3767564763,"Health Care",-644500000,78200000,413,"1.90",NA,NA,42.5,2.99,NA,0,-11.85,NA,-0.532,-0.413,NA,55550000,0.83
"MRUS",16.63,32.29,"UP",949448666,"Health Care",-53900000,52700000,121,"1.40",NA,NA,15.1,2.32,NA,0,-1.3,0.82,-0.188,-0.285,NA,43640000,0.91
"MRVI",27.5,41.86,"UP",2192765832,"Health Care",247800000,920300000,550,"1.70",7.43,NA,3.97,4.08,7.62,1.16,1.91,NA,0.68,0.583,0.269,131520000,NA
"MRVL",46.31,87.44,"UP",33950532000,"Technology",-217800000,5.52e+09,6729,"1.80",NA,NA,6.1,2.16,47.44,0.3,-0.26,0.857,-0.014,-0.014,-0.039,850900000,1.39
